Book Title,Final Answer
노후에 혼자 사는 지혜,"책 제목 : 노후에 혼자 사는 지혜
저자 : 호사카 다카시
출판사 : 지상사
출판일 : 20250205
ISBN : 9788965023395
설명 : 혼자 사는 고령자가 점점 늘고 있다. 앞으로의 노후 생활 방식 자기 자신과도 주위 사람과도 잘사는 비결을 정신과 의사가 상냥하게 가르친다! 일본 주요 신문에서 큰 반향을 일으킨 책입니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5253404/52534041171.20250121081548.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52534041171"
아담이 눈뜰 때,"책 제목 : 아담이 눈뜰 때 (장정일 소설집)
저자 : 장정일
출판사 : &(앤드)
출판일 : 2025-02-05
ISBN : 9791194462019
설명 : 위반과 전복의 서사로 사회에 격렬한 문학 논쟁을 일으켰던 문제적 작가 장정일의 초기작! 질서도 진리도 없는 가짜 낙원의 실체와 정도 진실도 없는 허위의 세계를 거침없이 폭로하는 열정과 패기의 산문정신을 만나다
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5257867/52578675376.20250123071230.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52578675376"
이끼적 사고,"책 제목 : 이끼적 사고 (세상을 바꿀 태초의 힘)
저자 : 이준택
출판사 : 리드썸
출판일 : 20250205
ISBN : 9791193797051
설명 : 이끼를 통해 우리가 배우고 실천할 수 있는 사고방식을 다섯 가지 주제로 풀어낸 책입니다. 이끼는 우리의 삶에 깊숙이 스며들어 있으며, 이끼를 통해 인간의 삶과 자연이 어떻게 조화롭게 공존할 수 있는지를 보여줍니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5254896/52548967794.20250123071225.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52548967794"
슈거케이크 마스터 클래스,"책 제목 : 슈거케이크 마스터 클래스 (데보라의 달콤한 레시피)
저자 : 황은숙
출판사 : 광문각출판미디어
출판일 : 2025년 02월 05일
ISBN : 9791193205433
설명 : ""슈거 크래프트, 저도 할 수 있을까요?” 슈거케이크 마스터 클래스와 함께라면 어렵지 않습니다! 25가지 케이크 레시피 수록! 25가지 케이크 유튜브 QR코드
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5254126/52541261996.20250123071222.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52541261996"
2025 펀드투자권유자문인력 빈출 1000제,"책 제목 : 2025 펀드투자권유자문인력 빈출 1000제
저자 : 김일영, 이진
출판사 : 시스컴
출판일 : -
ISBN : 9791169416238
설명 : 금융투자협회 표준 교재 분석을 통한 실전 유형 1000제와 시험에 계속 출제되는 무한반복 빈출문제를 수록했다. 시험에 출제되는 모든 유형을 총망라한 문제집이다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5253815/52538152592.20250118071219.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52538152592"
2025 파생상품투자권유자문인력 빈출 1000제,"책 제목 : 2025 파생상품투자권유자문인력 빈출 1000제
저자 : 김일영, 이진
출판사 : 시스컴
ISBN : 9791169416221
설명 : 금융투자협회 표준 교재 분석을 통한 실전 유형 1000제. 시험에 계속 출제되는 무한반복 빈출문제를 수록하였다. 시험에 출제되는 모든 유형을 총망라한 문제집이다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5253815/52538152699.20250118071223.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52538152699"
2025 투자자산운용사 빈출 1000제,"책 제목 : 2025 투자자산운용사 빈출 1000제
저자 : 김일영, 이진
출판사 : 시스컴
출판일 : 2023.01.10
ISBN : 9791169416214
설명 : 금융투자협회 표준 교재 분석을 통한 실전 유형 1000제를 담았다. 시험에 계속 출제되는 무한반복 빈출문제를 수록했다. 시험에 출제되는 모든 유형을 총망라한 문제집이다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5253815/52538152632.20250118071241.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/32483831530"
2025 증권투자권유자문인력 빈출 1000제,"책 제목 : 2025 증권투자권유자문인력 빈출 1000제
저자 : 김일영, 이진
출판사 : 시스컴
출판일 : 2023.04.10
ISBN : 9791169416207
설명 : 금융투자협회 표준 교재 분석을 통한 실전 유형 1000제와 시험에 계속 출제되는 무한반복 빈출문제를 수록하였다. 시험에 출제되는 모든 유형을 총망라한 문제집이다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5253815/52538152735.20250118071215.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/32463424163"
2025 유통관리사 2급 빈출 1000제,"책 제목 : 2025 유통관리사 2급 빈출 1000제
저자 : 이동근, 유준수
출판사 : 시스컴
ISBN : 9791169416252
설명 : 신설 세부 출제 기준을 완벽 반영한 유통관리사 2급 빈출 문제집! 유통관리사 2급 자격증 성공적 취득을 위한 맞춤형 학습 최신기출유형을 적극 반영한 1000제 수록 명쾌한 정답해설+오답해설로 시험 완벽 대비
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5253815/52538152695.20250118071306.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52538152695"
2025 유통관리사 2급 4주완성,"책 제목 : 2025 유통관리사 2급 4주완성 (유료 동영상 강의!)
저자 : 이동근^유준수
출판사 : 시스컴
ISBN : 9791169416245
설명 : 신설 세부 출제 기준을 완벽 반영한 유통관리사 2급 4주완성 이론서! 1주에 한 과목씩 4주면 마스터하는 스마트 수험서! -문제이해를 도와주는 명쾌한 해설 -기초지식을 다져줄 핵심이론 총정리 -출제유형을 바탕으로 한 100% 적중문제 수록
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5253815/52538152590.20250118071212.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52538152590"
2025 영양사 빈출 1000제 (1교시+2교시),"책 제목 : 2025 영양사 빈출 1000제 (1교시+2교시) (영양사 면허증 쉽게 따기 프로젝트!)
저자 : 원성숙
출판사 : 시스컴
출판일 : 2023.01.10
ISBN : 9791162151268
설명 : 영양사 시험 대비를 위한 문제집으로, 1교시와 2교시의 내용을 모두 담고 있습니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5253815/52538152597.20250118071230.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/32483816134"
인조이 도쿄 (2025~2026 최신 정보) ,"책 제목 : 인조이 도쿄(2025~2026 최신 정보) (여행을 즐기는 가장 빠른 방법)
저자 : 세계여행정보센터
출판사 : 넥서스BOOKS
출판일 : 20250205
ISBN : 9791166839870
설명 : 여행을 즐기는 가장 빠른 방법을 알려주는 책입니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5252057/52520570872.20250118071307.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52520570872"
달의 맛,"책 제목 : 달의 맛
저자 : 마이클 그레니엣
출판사 : 미래아이
출판일 : 
ISBN : 9788983949714
설명 : 달은 무슨 맛일지 너무너무 궁금해! 달을 맛보기 위해 힘을 합친 동물들의 이야기를 담은 책입니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5250131/52501311334.20250123071224.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52501311334"
교육철학 및 교육사,"책 제목 : 교육철학 및 교육사 (인공지능(AI) 시대, 교육실천을 위한)
저자 : 정창호, 마상룡, 마은종, 박주희
출판사 : 공동체
출판일 : 2024-08-31
ISBN : 979-11-6725-776-5
설명 : 교육철학은 교육의 고유한 본질과 목적을 중심으로 교육현상과 교육과정을 바라보고 진단하고 처방하게 하는 사유에 도달하도록 하는 데 그 존재 이유가 있다. 교육철학을 공부하는 일은 교육적 현상을 서술하는 지식이나 교육철학적 지식체계의 내용을 습득하는 작업에 그치는 것이 아니라 삶과 교육의 관계 및 인간의 존재 조건 속에서, 어떻게 하면 인간답고 자기다운 삶을 교육을 통해 실현할 것인가를 묻고 답하는 일이다. 인공지능과 다양한 디지털 매체의 발달로 교육시스템이 변화함에 따라 교육의 방법, 교사의 몫과 학생의 역할, 학교의 기능이 달라지고 있다. 그러나 학생의 다면적이고 전인적인 성장과 자기실현이라는 교육의 본질은 바뀌지 않는다. 이 책은 (예비)교사와 학생들, 교육의 핵심을 알고자 하는 일반인들(학부모)과 교육계에서 일하는 이들이 가르침과 배움의 전반적인 교육활동을 ‘개인의 성장과 자기실현’이라는 교육의 본질과 목적의 관점에서 조망하고 비판적으로 사유하는 데 일조하고, 교육현장에 적합한 대안적 교육실천을 이끌기 위해 집필되었다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5003275/50032751625.20240830071635.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/50032751625"
얼음붕대스타킹,"책 제목 : 얼음붕대 스타킹
저자 : 김하은
출판사 : 바람의아이들
출판일 : 2025-05-10
ISBN : 9788994475479
설명 : 김하은의 청소년소설 『얼음붕대 스타킹』. 이 책은 주로 동화책을 써왔던 저자 김하은의 첫 번째 청소년 소설이다. 첫사랑, 어두운 골목, 추위와 함정, 좌절과 희망을 그린 이야기로, 십대의 삶과 사랑을 다룬 성장소설이다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_3246712/32467122966.20230822102328.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/32467122966"
신발장 안의 사과,"책 제목 : 신발장 안의 사과 (임은주 산문집)
저자 : 임은주
출판사 : 문지사
출판일 : 20250205
ISBN : 9788983086082
설명 : 교사라는 인생길을 걸으면서 수많은 날을 아이들로 인해 울고 웃었던 이야기. 초보 교사 시절, 중도에 학교를 그만두는 녀석을 설득하지 못하는 자신을 질책하고, 진심을 알아주지 않는 녀석 때문에 힘들었던 이야기. 그래도 우는 날보다 웃는 날이 많았다며, 웃게 해 준 제자들에게 감사의 마음을 전하며 이 책을 펴냈다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5250131/52501311331.20250116071203.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52501311331"
2025 나합격 위험물기능장 필기+무료특강,"책 제목 : 2025 나합격 위험물기능장 필기+무료특강
저자 : 나합격콘텐츠연구소
출판사 : 삼원북스
출판일 : 20250205
ISBN : 9791193858530
설명 : 한 권으로 한 번에 합격하자!! 나합격 만의 핵심구성 01 합격을 위한 완벽 이론 정리 02 한 번에 이해되는 기출문제해설 03 언제, 어디서든 ‘핵심이론정리’로 최종마무리 04 최신 기출문제로 실력을 UP 나합격 수험생만의 특별한 혜택 01 교재X무료동영상 강의 제공 02 나합격 수험생 지원센터[시험정보&질의응답 등] 운영 NAVER 카페 [나합격]을 검색해보세요.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5246538/52465382540.20250114084310.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52465382540"
neues 프리마 독일어 단어장 B1,"책 제목 : neues 프리마 독일어 단어장 B1 (DSH, TestDaf, Telc, Goethe B1시험대비)
저자 : 임범준
출판사 : 동인랑
출판일 : 2025-01-25
ISBN : 9788975826894
설명 : DSH, TestDaf, Telc, Goethe 시험의 B1 등급 독일어 시험을 위한 프리마 독일어 단어장B2-C1레벨에 이어 새로 출간된 B1 레벨! 독일로 유학을 가는 학생들이 점점 많아지고 있고 독일어 회화 책이나 기초 문법책이 계속 출판되고 있다. 하지만 한국에서 독일어 시험을 준비하는 교재는 찾기 힘들고 정작 학생들은 독일어로 된 원서로 공부하는 경우가 많다. 본 교재는 우리나라에서 흔한 토익, 토플 단어장처럼 독일어 DSH, TestDaf, Telc, Goethe 시험 B1 등급을 준비하는 학생들을 위한 독일어 시험 대비 단어장이다. 책을 만들기 위하여 독일 마인츠 대학의 독일어 코스 (ISSK) 교수님들과 독일 독문과 학생들과 함께 수십권의 독일어 시험 원서를 참고하였으며, 그 중 B1 레벨 시험에 꼭 필요한 중요 단어 2,000개를 선출하였다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5246916/52469165936.20250114083822.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52469165936"
나합격 제강기능장 필기+실기,"책 제목 : 나합격 제강기능장 필기+실기 
저자 : 나합격콘텐츠연구소 
출판사 : 삼원북스 
출판일 : 2024-02-05 
ISBN : 9791192394879 
설명 : 한 권으로 한 번에 합격하자!! 스터디 플래너로 시험 계획 세우기. 기초 용어 설명 숙지. 쏙쏙 들어오는 이론구성으로 개념완성. 기출문제 풀이로 유형을 잡고, 합격을 잡자. 제강기능장 실기 완벽 정리. 꼭 나오는 필수 유형만 담은 예상문제, 제강기능장 필답형 완성을 위한 종합 예상문제, 최신 경향 파악을 위한 기출문제 3개년(2021년~2023년). 
섬네일 링크 : https://shopping-phinf.pstatic.net/main_4507897/45078976619.20250108071100.jpg 
구매링크 : https://search.shopping.naver.com/book/catalog/45078976619"
나합격 제선기능장 필기+실기,"책 제목 : 나합격 제선기능장 필기+실기 (필기&실기 한권합격 전략)
저자 : 박명원, 김일섭
출판사 : 삼원북스
출판일 : 2024-01-05
ISBN : 9791192394602
설명 : 한 권으로 한 번에 합격하자!! 나합격 100%만의 합격 비법 STEP 01 스터디 플래너로 시험 계획 세우기 STEP 02 기초 용어 설명 숙지 STEP 03 쏙쏙 들어오는 이론구성으로 개념완성 STEP 04 기출문제 풀이로 유형을 잡고, 합격을 잡자
섬네일 링크 : https://shopping-phinf.pstatic.net/main_4321203/43212036620.20250114071155.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/43212036620"
나합격 압연기능장 필기+실기,"책 제목 : 나합격 압연기능장 필기+실기 
저자 : 나합격콘텐츠연구소 
출판사 : 삼원북스 
출판일 : 2024-02-05 
ISBN : 9791192394909 
설명 : 한 권으로 한 번에 합격하자!! 스터디 플래너로 시험 계획 세우기. 기초 용어 설명 숙지. 쏙쏙 들어오는 이론구성으로 개념완성. 기출문제 풀이로 유형을 잡고, 합격을 잡자. 압연기능장 실기 완벽 정리. 꼭 나오는 필수 유형만 담은 예상문제. 최신 경향 파악을 위한 기출문제 3개년(2021년~2023년). 
섬네일 링크 : https://shopping-phinf.pstatic.net/main_4520844/45208448623.20250115071304.jpg 
구매링크 : https://search.shopping.naver.com/book/catalog/45208448623"
나합격 금속재료기능장 필기+실기,"책 제목 : 나합격 금속재료기능장 필기+실기
저자 : 나합격콘텐츠연구소
출판사 : 삼원북스
출판일 : 20240205
ISBN : 9791192394893
설명 : 한 권으로 한 번에 합격하자!! 스터디 플래너로 시험 계획 세우기. 기초 용어 설명 숙지. 쏙쏙 들어오는 이론구성으로 개념완성. 기출문제 풀이로 유형을 잡고, 합격을 잡자. 금속재료기능장 실기 완벽 정리. 꼭 나오는 필수 유형만 담은 예상문제. 최신 경향 파악을 위한 기출문제 3개년(2021년~2023년)
섬네일 링크 : https://shopping-phinf.pstatic.net/main_4520845/45208457626.20250114071236.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/45208457626"
2025 최신판 화재안전기준(NFSC) 및 소방관련법령,"책 제목 : 2025 화재안전기준(NFSC) 및 소방관련법령 Non-Stop High-Pass (소방설비(산업)기사 소방시설관리사 소방기술사 시험대비 Non-Stop High-Pass)
저자 : 김상현^하재황
출판사 : 동일출판사
출판일 : 알 수 없음
ISBN : 9788938117021
설명 : 본 도서는 소방설비(산업)기사, 소방시설관리사 및 소방기술사 시험을 대비하기 위해 보셔야 하는 필독서로, 중요사항을 음영으로 표시하여 학습의 활용도를 높이고, 소방시설별 실물 사진을 첨부하여 학습이해도를 높였으며, 최근 개정된 국가화재안전기준(NFSC) 및 소방관련법령을 수록하고 있습니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5248254/52482541652.20250115071401.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52482541652"
욱하는 성질 죽이기(에디션),"책 제목 : 찾으시는 책의 정보를 찾을 수 없습니다. 다른 책을 검색해보시겠어요?
저자 : 
출판사 : 
출판일 : 
ISBN : 
설명 : 
섬네일 링크 : 
구매링크 :"
2025 위생사 [필기+실기] 핵심요약+적중문제,"책 제목 : 2025 위생사 핵심요약 + 적중문제 (필기 + 실기)
저자 : 김미경
출판사 : 시스컴
출판일 : 
ISBN : 9791169416290
설명 : 위생사 자격증을 대비할 수 있는  핵심요약 + 적중문제 수험서다. 시험에 꼭 필요한 알짜배기 핵심이론을 실었고, 최신 기출문제를 분석한 과목별 알짜배기 적중문제을 수록하였다. 필기+실기 통합 교과 수험서로 활용할 수 있다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5246622/52466229289.20250114071158.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52466229289"
2025 영양사 [1교시+2교시] 핵심요약+적중문제,"책 제목 : 2025 영양사 [1교시+2교시] 핵심요약 + 적중문제
저자 : 원성숙
출판사 : 시스컴
ISBN : 9791169416283
설명 : 최신 기출문제유형을 반영한 핵심요약+적중문제, 최신 식품영양 관계법규 완벽개정 수록, 시험에 꼭 필요한 알짜배기 핵심이론, 최신 기출문제를 분석한 과목별 알짜배기 적중문제, 영양사 [1교시+2교시] 통합 교과 수험서
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5246538/52465389524.20250114071154.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52465389524"
2025 소방설비기사 필기 [전기편] 빈출 1000제,"책 제목 : 2025 소방설비기사 필기 [전기편] 빈출 1000제
저자 : 이추연
출판사 : 시스컴
ISBN : 9791169415972
설명 : 한국산업인력공단의 최신 출제기준을 완벽하게 반영하였으며, 시험에 계속 출제되는 무한반복 빈출문제를 수록하고 있습니다. 과목별 예상문제 4과목 600문항과 빈출모의고사 5회 400문항을 포함하여 총 1,000문항을 수록하고 있습니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5246538/52465386245.20250114071226.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52465386245"
2025 소방설비기사 필기 [기계편] 빈출 1000제,"책 제목 : 2025 소방설비기사 필기 [기계편] 빈출 1000제
저자 : 이추연
출판사 : 시스컴
출판일 : 
ISBN : 9791169415989
설명 : 한국산업인력공단 최신 출제기준 완벽 반영! 시험에 계속 출제되는 무한반복 빈출문제 수록! 과목별 예상문제 [4과목] 600문항 + 빈출모의고사 [5회] 400문항 = 총 1,000문항 수록!
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5246538/52465384754.20250114071208.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52465384754"
2025 산업안전기사 [필기] 빈출1200제,"책 제목 : 2025 산업안전기사 필기 빈출 1200제
저자 : 하승만
출판사 : 시스컴
출판일 : 2023.01.10
ISBN : 9791169415453
설명 : 한국산업인력공단 최신 출제기준을 반영한 산업안전기사 필기 빈출 교재다. 시험에 계속 출제되는 무한반복 빈출문제를 수록하였다 최신 CBT 기출변형 모의고사 10회분으로 총 1,200문항을 수록하였다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5246538/52465386251.20250114071228.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52465386251"
2025 사회조사분석사 2급 [필기] 빈출1000제,"책 제목 : 2025 사회조사분석사 2급 필기 빈출 1000제
저자 : 전예정
출판사 : 시스컴
ISBN : 9791169415446
설명 : 한국산업인력공단 최신 출제기준을 반영한 사회조사분석사 2급 필기 빈출 교재
- 시험에 계속 출제되는 무한반복 빈출문제 수록
- 최신 CBT 기출변형 모의고사 10회분으로 총 1,000문항 수록
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5246538/52465384758.20250114071223.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52465384758"
2026 사회복지사 1급 핵심요약+적중문제,"책 제목 : 2026 사회복지사 1급 핵심요약+적중문제
저자 : 김광현
출판사 : 시스컴
ISBN : 9791169416269
설명 : 사회복지사 1급 자격증 쉽게 따기 프로젝트! - [핵심요약] - 중요 포인트만 줄따라 외우는 핵심요약 - [적중문제] - 과목별 적중문제를 통한 확인 마무리 - [문제풀이] - 문제풀이를 통해 익히는 암기식 해설 
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5246538/52465389039.20250114071202.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52465389039"
2026 사회복지사 1급 1000제,"책 제목 : 2026 사회복지사 1급 1000제
저자 : 김광현
출판사 : 시스컴
출판일 : 2023.01.10
ISBN : 9791169416276
설명 : 사회복지사 1급 자격증 쉽게 따기 프로젝트!
- [기출문제유형] - 최신 기출문제 유형 완벽 반영
- [실전모의고사] - 동형 실전모의고사 5회분 수록
- [문제풀이] - 문제풀이를 통해 익히는 암기식 해설
1교시 사회복지기초
2교시 사회복지실천
3교시 사회복지정책과 제도
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5246538/52465384753.20250114071202.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52465384753"
2025 시대에듀 경비지도사 1차 기본서 2종 SET (법학개론+민간경비론),"책 제목 : 2025 시대에듀 경비지도사 1차 기본서 2종 SET (법학개론+민간경비론) - 전2권
저자 : 시대에듀 경비지도사 교수진
출판사 : 시대에듀(시대고시기획)
출판일 : 2025-01-13
ISBN : 979-11-3838-4223
설명 : 경비지도사 1차 시험을 대비하기 위한 기본서로, 최신 개정법령과 최근 기출문제의 출제 경향을 완벽하게 반영하였으며, 철저한 검수를 통해 오류를 없애고 최신 학계 동향을 정확하게 반영하여 출제 가능성이 높은 테마를 빠짐없이 학습할 수 있도록 구성되어 있습니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5242391/52423919618.20250115071321.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52423919618"
자는 거야? ,"책 제목 : 자는 거야?
저자 : 올리비에 탈레크
출판사 : 이숲아이
출판일 : 2025-01-09
ISBN : 9791191131857
설명 : 티티새의 죽음이 알려준 것들을 다람쥐와 친구의 이야기로 알려주는 책입니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5240855/52408551624.20250114071151.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52408551624"
2025 나합격 전산응용건축제도기능사 실기+무료특강,"책 제목 : 2025 나합격 전산응용건축제도기능사 실기+무료특강
저자 : 김수진
출판사 : 삼원북스
출판일 : 20250205
ISBN : 9791193858462
설명 : 오토캐드를 이용하여 시험을 치르는 본 시험은 시험장마다 그 버전이 달라 어려움을 겪는 분들이 많습니다. 나합격 전산응용건축제도기능사 교재는 오토캐드 2016 버전을 기반으로 집필되었지만 다른 환경의 이용자들을 위해 다양한 방법과 팁 등을 제공하고 있습니다. 기본 명령어를 익히고, 도면 보는 법을 이해한다면 나머지는 열심히 그리는 일만 남습니다. 또한 그 과정을 돕기 위해 무료동영상 강의를 제공하여 독자분들의 학습을 돕고 있습니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5238335/52383353645.20250110074659.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52383353645"
2025 나합격 가스기능사 실기+무료특강,"책 제목 : 2025 나합격 가스기능사 실기+무료특강
저자 : 이윤기
출판사 : 삼원북스
출판일 : 20250205
ISBN : 9791193858479
설명 : 한 권으로 한 번에 합격하자!! 나합격 100%만의 합격 비법 STEP 01 쏙쏙 들어오는 이론구성으로 개념완성 STEP 02 기출문제 풀기 전 / 시험장 가기 전 ‘합격족보’로 필수공식 암기 STEP 03 필답형 기출 417제로 다양한 문제 유형과 난이도에 대비 - 유형별로 정리된 기출 예상 이론문제 187제 + 계산문제 30제 - 기출 종합문제 200제 STEP 04 2024년 1회를 포함한 기출 복원문제로 가스기능사 실기 최신 경향 파악 - 필답형 기출문제(2021~2024년) - 작업형(동영상) 기출문제(2019~2024년) 나합격 시크릿 팁! 이제 더 이상 혼자 공부하지 마세요. SECRET 01 - 나합격 수험생 지원센터 운영 NAVER 카페 [나합격]을 검색해보세요.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5238335/52383358618.20250110074754.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52383358618"
2025 나합격 금속재료산업기사 필기+실기+무료특강,"책 제목 : 2025 나합격 금속재료산업기사 필기 + 실기 + 무료특강
저자 : 나합격콘텐츠연구소
출판사 : 삼원북스
ISBN : 9791193858493
설명 : 한 권으로 한 번에 합격하자!! 나합격 만의 핵심구성 01 합격을 위한 완벽 이론 정리 02 한 번에 이해되는 문제해설 03 언제, 어디서든 ‘핵심이론정리’로 최종마무리 04 CBT 대비 10개년(2015~2024년) 기출문제로 필기 완전 정복 05 금속재료산업기사 실기 완벽 정리 - 필답형 최신 복원문제 10개년(2015~2024년) - 작업형 핵심자료(불꽃시험/브리넬 경도 측정/각종 강의 표준조직 사진 및 해설/연성, 취성 판별) 나합격 수험생만의 특별한 혜택 01 교재X무료동영상 강의 제공 02 나합격 수험생 지원센터[시험정보&질의응답 등] 운영 NAVER 카페 [나합격]을 검색해보세요.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5238336/52383360622.20250108165755.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52383360622"
시대에듀 독학사 국어국문학과 2·4단계 국문학개론,"책 제목 : 시대에듀 독학사 국어국문학과 2·4단계 국문학개론
저자 : 한수정
출판사 : 시대고시기획
출판일 : 2025-02-05
ISBN : 979-11-3837-961-8
설명 : 본 교재는 독학사 시험을 준비하는 수험생들이 단기간에 효과적인 학습을 할 수 있도록 다음과 같이 구성하였습니다.
- 단원 개요
핵심이론을 학습하기에 앞서 각 단원에서 파악해야 할 중점과 학습목표를 정리하여 수록하였습니다.
- 핵심이론
2023년 시험부터 적용된 개정 평가영역을 바탕으로, 시험에 출제될 수 있는 내용을 분석하여 ‘핵심이론’으로 구성하였습니다.
- 실전예상문제
해당 출제영역에 맞는 핵심포인트를 분석하여 구성한 ‘실전예상문제’를 수록하였습니다.
- 최종모의고사
마무리 점검을 위해 출제경향을 반영한 ‘최종모의고사(총 2회분)’를 수록하였습니다.
- 주관식 문제
4단계 시험을 대비할 수 있도록 ‘주관식 문제’를 수록하였습니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5227975/52279753618.20250111114135.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52279753618"
시대에듀 법무사 1차 헌법·상법,"책 제목 : 시대에듀 법무사 1차 헌법·상법
저자 : 김주한^시대법학연구소
출판사 : 시대에듀(시대고시기획)
출판일 : 알 수 없음
ISBN : 9791138384186
설명 : 「시대에듀 법무사 1차 헌법 · 상법」의 특징
1. 최신 개정법령 및 판례와 더불어 기출문제의 출제경향을 완벽하게 반영하였습니다. 
2. 각 장별 기출문제와 상세한 해설을 수록하여 중요한 내용을 파악하여 학습할 수 있도록 하였습니다.
3. 핵심이론 중에서 중요한 부분에는 밑줄 표시를 하여 학습의 강약을 조절할 수 있도록 하였습니다.
4. 제1권(헌법)과 제2권(상법)으로 분권하여 편하게 휴대할 수 있도록 하였습니다.
5. 보다 깊이 있는 학습을 원하는 수험생들을 위하여 본서를 교재로 사용하는 동영상 강의(유료)를 준비하였습니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5227973/52279735620.20250111113834.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52279735620"
외톨이의 이세계 공략 8,"책 제목 : 외톨이의 이세계 공략 8
저자 : 고지 쇼지
출판사 : 영상출판미디어(주)
출판일 : 
ISBN : 9791138056250
설명 : 학급이 통째로 이세계에 소환된 ‘외톨이’ 고등학생 하루카의 이야기를 담은 소설입니다. 교국의 변경 오무이 침공을 총력전 끝에 격퇴한 하루카는 이제야 겨우 일상을 되찾아 가며 벌어지는 에피소드를 그리고 있습니다.
섬네일 링크 : https://shopping-phinf.pstatic.net/main_5240628/52406289622.20250114071206.jpg
구매링크 : https://search.shopping.naver.com/book/catalog/52406289622"
